record_id,Tarih,Ýþ Emri No,Ýþ Merkezi No,Ýþmerkezi Adý,Ýþ Ýstasyon Adý,Stok Adý,Vardiya,A (Kullanýlýrlýk),P (Performans),Q (Kalite),OEE,Çalýþma Süresi,Duruþ Süresi,Planlý Duruþ Süresi,Plansýz Duruþ Süresi,Üretilen Miktar,Hatalý Üretilen Miktar
21824,10/3/2025,3025514018,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,V363 BEV Base MIC Black Upper,2,69.53,94.79,99.59,65.64,263.15,157.66,42.36,115.3,739,3
21825,11/20/2025,3021263053,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,B920 Rocker Molding LH,3,0.0,0.0,0.0,0.0,330.36,93.86,17.9,75.96,0,0
21826,10/20/2025,3026877402,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U725 Front Bumper Lower,3,0.0,0.0,0.0,0.0,219.21,49.28,29.93,19.35,0,0
21827,11/2/2025,3023348935,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,MCA-2-S-FR-Lower Bumper Unpainted,,0.0,0.0,0.0,0.0,168.29,28.99,8.92,20.07,0,0
21828,12/5/2025,3024881087,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,CX430 Skid Plate,3,0.0,0.0,0.0,0.0,422.43,74.09,12.78,61.31,0,0
21829,9/22/2025,3024459983,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,X590 Underbody Panel,1,91.82,103.39,98.74,93.74,436.99,39.07,0.14,38.93,555,7
21830,11/18/2025,3021027239,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Front Bumper Lower,3,78.27,109.24,98.07,83.85,274.15,101.38,25.26,76.12,725,14
21831,10/6/2025,3027881190,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,B920 Rocker Molding RH,2,0.0,0.0,0.0,0.0,241.15,83.28,42.64,40.64,0,0
21832,9/28/2025,3025281659,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,L663 Wheel Arch RR,3,94.18,107.06,97.99,98.81,222.52,55.71,41.97,13.74,597,12
21833,11/5/2025,3028909830,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,X590 Underbody Panel,3,93.24,80.53,100.0,75.09,417.26,32.48,2.24,30.24,1025,0
21834,10/14/2025,3025713265,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Front Bumper Lower,1,70.87,81.33,99.21,57.18,237.51,146.74,49.1,97.64,633,5
21835,12/4/2025,3029690579,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,CX430 Skid Plate,1,69.7,80.29,97.49,54.56,219.33,104.28,8.95,95.33,717,18
21836,9/16/2025,3021434263,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,L663 Wheel Arch RR,2,0.0,0.0,0.0,0.0,440.15,150.18,48.55,101.63,0,0
21837,10/5/2025,3028004473,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P703 Fender Liner FR,1,79.16,100.02,-89.09,-70.54,418.17,144.62,34.54,110.08,55,104
21838,9/5/2025,3026863919,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P703 Fender Liner FR,3,94.0,98.31,-156.86,-144.96,385.69,57.82,33.2,24.62,51,131
21839,11/14/2025,3027833283,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V363 BEV Base GOR SUBASSY,1,87.6,93.99,98.35,80.98,469.01,75.95,9.58,66.37,1637,27
21840,9/27/2025,3023265846,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V710 BEV/PHEV MIC White Upper,3,75.85,101.43,99.13,76.27,338.64,146.12,38.3,107.82,802,7
21841,12/7/2025,3021213698,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Sensor Bracket,2,76.52,94.56,-101.52,-73.45,370.06,167.28,53.71,113.57,66,133
21842,11/26/2025,3022977269,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,J72 Splash Shield,1,81.95,98.52,97.67,78.86,240.13,75.52,22.64,52.88,257,6
21843,11/13/2025,3022333478,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Sensor Bracket,1,62.62,103.44,98.23,63.62,200.67,145.11,25.31,119.8,509,9
21844,10/31/2025,3022579268,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,82.59,282263.93,99.14,231115.05,372.63,88.66,10.09,78.57,467,4
21845,11/28/2025,3028076033,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J72 Air Deflector,2,0.0,0.0,0.0,0.0,286.86,93.18,7.83,85.35,0,0
21846,10/16/2025,3029464325,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U725 Front Bumper Lower,3,96.35,103.18,97.96,97.39,466.7,54.67,37.01,17.66,1472,30
21847,12/3/2025,3026999133,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,X590 Underbody Panel,3,76.58,111.18,99.5,84.71,376.16,143.31,28.25,115.06,795,4
21848,10/14/2025,3027132662,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,B920 Rocker Molding RH,1,77.81,103.07,-54.55,-43.75,255.45,95.4,22.57,72.83,33,51
21849,12/5/2025,3023571669,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V710 BEV/PHEV MIC White Upper,3,78.1,87.13,99.29,67.56,216.55,64.94,4.23,60.71,562,4
21850,12/22/2025,3022939251,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U725 Rear Bumper Cover,3,82.45,108.3,98.12,87.61,310.56,102.88,36.76,66.12,959,18
21851,12/13/2025,3026562111,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,J72 Splash Shield,1,97.24,97.16,99.9,94.39,450.51,16.22,3.45,12.77,969,1
21852,12/6/2025,3021993623,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,B920 Rocker Molding RH,1,79.96,84.87,99.16,67.29,462.6,175.22,59.27,115.95,829,7
21853,12/27/2025,3029276853,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V710 BEV/PHEV MIC White Lower,1,0.0,0.0,0.0,0.0,397.85,129.26,59.52,69.74,0,0
21854,10/26/2025,3025455345,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,B920 Rocker Molding LH,1,84.31,99.23,-507.69,-424.73,359.1,83.01,16.19,66.82,13,79
21855,11/12/2025,3022150336,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P702 Hood Seal,2,65.7,111.23,97.98,71.61,218.22,135.92,22.0,113.92,694,14
21856,11/24/2025,3029889338,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P702 Hood Seal,3,0.0,0.0,0.0,0.0,409.97,81.38,2.26,79.12,0,0
21857,9/24/2025,3023855268,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P702 Hood Seal,2,89.92,92.18,99.7,82.64,350.0,250.0,0.0,0.0,996,3
21858,10/13/2025,3025788107,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,P702 Cowl Grille,3,0.0,0.0,0.0,0.0,273.12,129.12,31.75,97.37,0,0
21859,12/17/2025,3028001510,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Front Bumper Lower,3,67.85,102.76,99.4,69.31,228.31,165.84,57.66,108.18,336,2
21860,9/22/2025,3025280304,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P703 Fender Liner RR,1,79.65,106.13,99.7,84.29,453.98,137.1,21.13,115.97,1016,3
21861,10/23/2025,3028582908,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U611 Sensor Bracket,2,98.96,89.78,0.0,0.0,456.69,57.62,52.81,4.81,0,0
21862,11/30/2025,3028297626,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,U725 Front Bumper Lower,1,73.55,109.26,-104.48,-83.96,278.86,118.68,18.39,100.29,67,137
21863,9/19/2025,3029539781,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U611 Tow Hook Cover,3,79.51,80.79,100.0,64.23,426.06,165.33,55.5,109.83,527,0
21864,11/13/2025,3028526289,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,,2,94.37,80.86,99.52,75.95,244.19,46.23,31.67,14.56,210,1
21865,10/27/2025,3023055109,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Sensor Bracket,2,91.29,84.0,97.58,74.82,234.09,36.63,14.29,22.34,330,8
21866,11/29/2025,3027072109,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,D544 Upper Trim,3,82.47,99.28,99.15,81.18,396.34,140.03,55.77,84.26,588,5
21867,9/28/2025,3022486299,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U725 Front Bumper Lower,1,74.43,94.34,97.52,68.48,327.01,169.59,57.26,112.33,887,22
21868,9/6/2025,3029424231,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,,1,96.57,85.92,99.82,82.82,253.42,24.83,15.83,9.0,553,1
21869,12/28/2025,3027362065,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,D544 Upper Trim,2,0.0,0.0,0.0,0.0,147.46,112.92,53.15,59.77,0,0
21870,10/10/2025,3022039514,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Upper,1,93.2,90.84,-253.33,-214.49,331.3,81.85,57.68,24.17,30,106
21871,10/6/2025,3024496021,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,U725 Front Bumper Lower,2,86.55,92.43,98.34,78.67,253.53,54.87,15.47,39.4,481,8
21872,11/26/2025,3026330225,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Tow Hook Cover,3,81.02,85.45,97.7,67.63,392.96,124.22,32.14,92.08,1044,24
21873,9/18/2025,3023716524,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,K131 Side Skirt RH,1,91.83,109.5,97.11,97.66,380.87,68.65,34.77,33.88,901,26
21874,9/1/2025,3028650205,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,K131 Side Skirt RH,1,98.41,81.82,98.16,79.03,455.24,25.24,17.88,7.36,1359,25
21875,10/24/2025,3023990568,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,B920 Rocker Molding LH,3,0.0,0.0,0.0,0.0,357.06,48.89,22.82,26.07,0,0
21876,12/17/2025,3021437443,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,76.83,215986.84,99.43,164997.47,350.09,127.84,22.28,105.56,523,3
21877,10/26/2025,3023693689,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,CX430 Lower Grille,1,0.0,0.0,0.0,0.0,355.23,82.38,53.26,29.12,0,0
21878,9/26/2025,3025145237,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Sensor Bracket,1,62.83,78.11,98.02,48.11,187.19,166.63,55.9,110.73,506,10
21879,11/15/2025,3029212865,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,92.11,98.74,-171.43,-155.91,452.48,43.48,4.73,38.75,28,76
21880,11/8/2025,3029392726,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,L663 Wheel Arch FR,1,91.45,105.46,99.27,95.74,425.34,84.83,45.06,39.77,823,6
21881,11/2/2025,3023500213,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,63.69,342479.43,99.19,216358.24,190.63,146.62,37.93,108.69,496,4
21882,12/5/2025,3029706608,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,B920 Rocker Molding LH,2,84.83,86.51,99.44,72.98,242.7,61.34,17.95,43.39,357,2
21883,11/16/2025,3026595109,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P702 Cowl Grille,2,0.0,0.0,0.0,0.0,441.84,81.37,1.62,79.75,0,0
21884,12/26/2025,3023305063,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,L663 Wheel Arch RR,2,0.0,0.0,0.0,0.0,400.33,108.24,39.26,68.98,0,0
21885,9/30/2025,3027119437,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,B920 Rocker Molding LH,1,0.0,0.0,0.0,0.0,226.33,76.4,9.77,66.63,0,0
21886,9/25/2025,3029716886,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,B920 Rocker Molding RH,3,87.46,92.0,97.82,78.71,426.77,82.7,21.51,61.19,412,9
21887,10/8/2025,3021088801,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,B920 Rocker Molding RH,2,87.28,80.57,98.38,69.18,370.51,100.18,46.18,54.0,309,5
21888,11/1/2025,3022764763,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,J72 Air Deflector,1,71.22,96.48,97.11,66.73,293.6,162.54,43.88,118.66,589,17
21889,9/24/2025,3024816878,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,B920 Rocker Molding RH,2,100.0,102.62,100.0,102.61,383.58,14.93,14.92,0.01,1052,0
21890,9/3/2025,,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,2,91.73,55018.12,100.0,50466.14,252.11,52.37,29.63,22.74,341,0
21891,10/5/2025,3023566282,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,B920 Rocker Molding LH,2,97.61,82.92,97.21,78.68,284.64,10.24,3.26,6.98,646,18
21892,10/4/2025,3021642714,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P702 Cowl Grille,1,88.65,109.19,98.17,95.03,327.13,96.71,54.84,41.87,765,14
21893,11/20/2025,3023465120,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,X590 Diffuser,3,0.0,0.0,0.0,0.0,386.45,100.59,47.39,53.2,0,0
21894,10/14/2025,3024717685,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P703 Fender Liner FR,3,89.89,85.24,99.6,76.31,442.45,86.19,36.4,49.79,758,3
21895,12/24/2025,3028455456,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,V710 BEV/PHEV MIC White Lower,1,91.19,84.8,97.12,75.1,451.54,84.33,40.7,43.63,590,17
21896,10/12/2025,3029181623,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Sensor Bracket,3,0.0,0.0,0.0,0.0,126.81,89.21,4.02,85.19,0,0
21897,12/12/2025,3028819109,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Tow Hook Cover,1,0.0,0.0,0.0,0.0,415.25,116.49,47.42,69.07,0,0
21898,10/14/2025,3029903617,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P703 Fender Liner FR,3,0.0,0.0,0.0,0.0,159.89,132.86,59.58,73.28,0,0
21899,9/13/2025,3026355773,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,V710 BEV/PHEV MIC White Upper,2,94.51,95.19,97.89,88.07,402.38,34.94,11.57,23.37,1043,22
21900,10/19/2025,3029848421,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,78.56,140135.25,99.23,109248.32,186.63,105.91,54.98,50.93,522,4
21901,12/28/2025,3026862011,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,97.6,184455.64,98.16,176712.13,265.73,22.62,16.09,6.53,922,17
21902,11/19/2025,3021883240,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,P703 Fender Liner FR,3,76.43,100.31,-5.63,-4.32,382.54,175.34,57.4,117.94,71,75
21903,11/24/2025,3022284682,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,L663 Wheel Arch RR,1,78.95,82.71,98.98,64.64,339.85,147.67,57.07,90.6,786,8
21904,10/18/2025,3024066277,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,K131 Side Skirt RH,2,73.54,103.14,97.21,73.74,322.41,135.47,19.49,115.98,752,21
21905,9/5/2025,3026071370,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U725 Front Bumper Lower,1,69.96,90.91,98.52,62.66,240.92,116.43,12.99,103.44,676,10
21906,9/25/2025,3022477114,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,B920 Rocker Molding LH,1,92.64,87.06,99.14,79.95,466.12,69.95,32.92,37.03,1157,10
21907,11/10/2025,3021311683,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,U611 Sensor Bracket,1,0.0,0.0,0.0,0.0,389.58,46.19,2.05,44.14,0,0
21908,12/1/2025,3025507028,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,89.46,176943.07,98.36,155699.13,292.33,60.19,25.75,34.44,244,4
21909,10/21/2025,3028123035,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P703 Fender Liner RR,2,95.03,100.03,-64.29,-61.11,452.48,47.83,24.16,23.67,42,69
21910,11/30/2025,3022063178,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,D544 Upper Trim,1,95.03,81.98,98.97,77.11,320.89,50.2,33.43,16.77,583,6
21911,9/17/2025,3024657359,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,71.44,31758.61,99.14,22493.11,268.91,138.34,30.83,107.51,815,7
21912,12/16/2025,3029777566,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,L663 Wheel Arch RR,2,91.33,100.06,97.67,89.26,265.67,78.31,53.09,25.22,515,12
21913,12/4/2025,3024313318,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,U611 Tow Hook Cover,3,79.73,80.34,99.47,63.71,359.21,104.06,12.74,91.32,1130,6
21914,11/23/2025,3025147440,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U611 Tow Hook Cover,2,0.0,0.0,0.0,0.0,239.93,160.25,42.32,117.93,0,0
21915,11/7/2025,3029921768,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,U725 Front Bumper Lower,2,76.38,87.68,99.26,66.48,311.31,105.35,9.06,96.29,1085,8
21916,9/12/2025,3026306666,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,,3,79.91,78.33,97.3,60.91,454.87,122.67,8.34,114.33,371,10
21917,9/5/2025,3024528160,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,U611 Sensor Bracket,3,81.15,83.94,99.64,67.87,347.74,138.36,57.61,80.75,1107,4
21918,9/29/2025,3022239416,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,1,76.01,272432.7,98.67,204324.49,281.75,111.54,22.61,88.93,678,9
21919,11/23/2025,3029012599,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,,3,99.5,81.97,100.0,81.56,422.05,18.48,16.36,2.12,341,0
21920,10/31/2025,3021962430,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,B920 Rocker Molding LH,3,89.45,92.0,99.59,81.95,189.08,42.87,20.57,22.3,482,2
21921,10/17/2025,3024750606,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,X590 Underbody Panel,2,83.67,85.94,99.83,71.78,454.92,92.13,3.36,88.77,1165,2
21922,12/26/2025,3023128703,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,,2,83.71,111.63,97.12,90.75,410.35,118.95,39.11,79.84,1145,33
21923,9/4/2025,3023673010,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,P702 Hood Seal,2,97.65,95.48,99.57,92.83,352.73,47.83,39.34,8.49,465,2
21924,12/13/2025,3022472108,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,X590 Underbody Panel,3,90.24,83.37,100.0,75.23,407.25,100.42,56.38,44.04,484,0
21925,11/25/2025,3024193654,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P702 Hood Seal,1,89.33,93.2,100.0,83.26,239.64,52.21,23.6,28.61,339,0
21926,12/22/2025,3023916911,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,L663 Wheel Arch FR,2,89.99,87.93,99.68,78.88,384.29,58.35,15.62,42.73,943,3
21927,10/31/2025,3024217980,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,,1,98.45,84.15,99.71,82.6,449.99,57.56,50.46,7.1,1368,4
21928,9/15/2025,3028991295,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,MCA-2-S-FR-Lower Bumper Unpainted,1,88.44,78.67,99.93,69.53,453.46,64.56,5.29,59.27,1389,1
21929,9/2/2025,3025869070,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,85.04,113301.36,97.3,93752.42,310.03,112.53,58.01,54.52,1036,28
21930,12/21/2025,3022506870,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,B920 Rocker Molding LH,1,68.45,110.33,99.1,74.85,242.02,162.64,51.1,111.54,223,2
21931,12/26/2025,3022495599,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,K131 Side Skirt RH,3,0.0,0.0,0.0,0.0,275.53,79.52,19.57,59.95,0,0
21932,12/15/2025,3027118901,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,2,80.27,109812.22,99.47,87681.8,428.91,140.09,34.67,105.42,1137,6
21933,12/13/2025,3027520058,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,CX430 Lower Grille,3,78.8,102.78,0.0,0.0,256.14,86.47,17.54,68.93,0,0
21934,10/18/2025,3023478468,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U725 Front Bumper Lower,3,0.0,0.0,0.0,0.0,173.01,168.68,57.85,110.83,0,0
21935,10/16/2025,3029881209,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,,3,66.76,115373.89,99.64,76744.01,206.04,134.67,32.06,102.61,281,1
21936,11/26/2025,3028985949,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P703 Fender Liner FR,2,0.0,0.0,0.0,0.0,250.82,152.53,43.8,108.73,0,0
21937,9/4/2025,3026917841,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,B920 Rocker Molding RH,1,79.84,85.72,-122.92,-84.12,340.72,118.11,32.08,86.03,48,107
21938,9/13/2025,,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,L663 Wheel Arch FR,2,76.56,111.92,97.85,83.85,347.38,107.05,0.72,106.33,512,11
21939,11/8/2025,3027814269,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,U611 Tow Hook Cover,1,74.14,91.03,97.64,65.9,340.17,155.51,36.87,118.64,762,18
21940,10/16/2025,3027049061,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V710 BEV/PHEV MIC White Lower,2,68.98,106.13,98.67,72.24,219.71,154.86,56.06,98.8,603,8
21941,9/5/2025,3027939563,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P702 Cowl Grille,2,0.0,0.0,0.0,0.0,429.92,12.89,11.36,1.53,0,0
21942,9/10/2025,3023937068,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,J72 Air Deflector,3,87.52,82.01,99.91,71.71,328.14,59.87,13.09,46.78,1060,1
21943,9/16/2025,3022626071,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,B920 Rocker Molding RH,1,81.56,98.07,97.96,78.35,182.56,81.49,40.22,41.27,343,7
21944,9/21/2025,3027845696,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base GOR SUBASSY,1,82.22,83.06,98.98,67.59,389.44,142.02,57.82,84.2,879,9
21945,11/24/2025,3028764241,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,D544 Upper Trim,3,96.85,108.18,97.44,102.09,359.36,58.32,46.63,11.69,665,17
21946,12/29/2025,3021327700,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-1,P703 Fender Liner RR,3,75.06,105.33,98.42,77.8,322.94,131.39,24.07,107.32,631,10
21947,11/9/2025,3029452690,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,L663 Wheel Arch FR,3,68.37,85.81,99.71,58.5,223.46,144.18,40.78,103.4,346,1
21948,9/17/2025,3025375476,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,P703 Fender Liner RR,2,91.55,104.26,98.96,94.46,276.4,81.65,56.15,25.5,480,5
21949,12/24/2025,3028382624,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-2,P702 Cowl Grille,3,84.16,81.79,98.57,67.85,335.51,106.62,43.46,63.16,771,11
21950,12/15/2025,3026708614,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,2,71.06,215933.72,99.01,151926.01,261.53,114.39,7.87,106.52,710,7
21951,11/11/2025,3022849013,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,,3,94.94,93.8,98.75,87.95,181.11,12.58,2.93,9.65,160,2
21952,10/14/2025,3026463886,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-4000-2,ICA-2-S-FR-Lower Bumper Unpainted,3,72.25,59802.49,99.84,43140.81,257.7,157.17,58.21,98.96,629,1
21953,10/12/2025,3022662704,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,MCA-2-S-FR-Lower Bumper Unpainted,1,0.0,0.0,0.0,0.0,173.71,116.74,44.7,72.04,0,0
21954,9/6/2025,3027426284,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,V363 BEV Base MIC Black Upper,1,0.0,0.0,0.0,0.0,211.4,139.94,59.21,80.73,0,0
21955,9/4/2025,3026040662,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-1,,3,76.67,91.35,0.0,0.0,372.72,152.3,38.9,113.4,0,0
21956,9/10/2025,3023734826,INJECTION  EXTERIORS,INJECTION  EXTERIORS,IMM-2700-3,V710 BEV/PHEV MIC White Lower,3,77.78,82.87,99.44,64.09,397.04,123.66,10.22,113.44,1245,7
